            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
**************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2454439.500000000, A.D. 2007-Dec-05 00:00:00.0000,  2.068363045251832E+08, -2.607658838003981E+08, -1.728228187994599E+07,  1.673468885636882E+01,  1.161875607473810E+01, -2.383131943203976E+00,  1.111718539545612E+03,  3.332848335745492E+08,  1.418462271051933E+00,
2454440.500000000, A.D. 2007-Dec-06 00:00:00.0000,  2.082794082526584E+08, -2.597585406497076E+08, -1.748795236232926E+07,  1.667042741229769E+01,  1.169930563154859E+01, -2.377749231839533E+00,  1.112128104703281E+03,  3.334076181198781E+08,  1.423765201464557E+00,
2454441.500000000, A.D. 2007-Dec-07 00:00:00.0000,  2.097169436046341E+08, -2.587442553510645E+08, -1.769315528902170E+07,  1.660579175329631E+01,  1.177945366840409E+01, -2.372308944608655E+00,  1.112539191784198E+03,  3.335308589263182E+08,  1.429023859584004E+00,
2454442.500000000, A.D. 2007-Dec-08 00:00:00.0000,  2.111488783728818E+08, -2.577230626668820E+08, -1.789788569839548E+07,  1.654078474907625E+01,  1.185919854374930E+01, -2.366811380954422E+00,  1.112951788019477E+03,  3.336545521658538E+08,  1.434238178872891E+00,
2454443.500000000, A.D. 2007-Dec-09 00:00:00.0000,  2.125751805972940E+08, -2.566949975003607E+08, -1.810213865474768E+07,  1.647540927343841E+01,  1.193853864017194E+01, -2.361256841542408E+00,  1.113365880621360E+03,  3.337786940048121E+08,  1.439408094923971E+00,
2454444.500000000, A.D. 2007-Dec-10 00:00:00.0000,  2.139958185662283E+08, -2.556600948934042E+08, -1.830590924840464E+07,  1.640966820404756E+01,  1.201747236434435E+01, -2.355645628232543E+00,  1.113781456783838E+03,  3.339032806040477E+08,  1.444533545455102E+00,
2454445.500000000, A.D. 2007-Dec-11 00:00:00.0000,  2.154107608168316E+08, -2.546183900245417E+08, -1.850919259582405E+07,  1.634356442220876E+01,  1.209599814696386E+01, -2.349978044051113E+00,  1.114198503683255E+03,  3.340283081191251E+08,  1.449614470303295E+00,
2454446.500000000, A.D. 2007-Dec-12 00:00:00.0000,  2.168199761353445E+08, -2.535699182068543E+08, -1.871198383969443E+07,  1.627710081264628E+01,  1.217411444269100E+01, -2.344254393162861E+00,  1.114617008478921E+03,  3.341537727005025E+08,  1.454650811419042E+00,
2454447.500000000, A.D. 2007-Dec-13 00:00:00.0000,  2.182234335573878E+08, -2.525147148859075E+08, -1.891427814903232E+07,  1.621028026328406E+01,  1.225181973008643E+01, -2.338474980843241E+00,  1.115036958313720E+03,  3.342796704937136E+08,  1.459642512859572E+00,
2454448.500000000, A.D. 2007-Dec-14 00:00:00.0000,  2.196211023682292E+08, -2.514528156376891E+08, -1.911607071927702E+07,  1.614310566502820E+01,  1.232911251154592E+01, -2.332640113450774E+00,  1.115458340314717E+03,  3.344059976395493E+08,  1.464589520782084E+00,
2454449.500000000, A.D. 2007-Dec-15 00:00:00.0000,  2.210129521030318E+08, -2.503842561665526E+08, -1.931735677238305E+07,  1.607557991155099E+01,  1.240599131323357E+01, -2.326750098399557E+00,  1.115881141593759E+03,  3.345327502742391E+08,  1.469491783436299E+00,
2454450.500000000, A.D. 2007-Dec-16 00:00:00.0000,  2.223989525470838E+08, -2.493090723031664E+08, -1.951813155691008E+07,  1.600770589907733E+01,  1.248245468501304E+01, -2.320805244131888E+00,  1.116305349248082E+03,  3.346599245296311E+08,  1.474349251157214E+00,
2454451.500000000, A.D. 2007-Dec-17 00:00:00.0000,  2.237790737360099E+08, -2.482273000024697E+08, -1.971839034811063E+07,  1.593948652617228E+01,  1.255850120037701E+01, -2.314805860091033E+00,  1.116730950360908E+03,  3.347875165333724E+08,  1.479161876357145E+00,
2454452.500000000, A.D. 2007-Dec-18 00:00:00.0000,  2.251532859559641E+08, -2.471389753416336E+08, -1.991812844801544E+07,  1.587092469353063E+01,  1.263412945637446E+01, -2.308752256694168E+00,  1.117157932002039E+03,  3.349155224090881E+08,  1.483929613517771E+00,
2454453.500000000, A.D. 2007-Dec-19 00:00:00.0000,  2.265215597438053E+08, -2.460441345180292E+08, -2.011734118551634E+07,  1.580202330376812E+01,  1.270933807353602E+01, -2.302644745305455E+00,  1.117586281228460E+03,  3.350439382765592E+08,  1.488652419181966E+00,
2454454.500000000, A.D. 2007-Dec-20 00:00:00.0000,  2.278838658872534E+08, -2.449428138472021E+08, -2.031602391644697E+07,  1.573278526121445E+01,  1.278412569579714E+01, -2.296483638209298E+00,  1.118015985084926E+03,  3.351727602519013E+08,  1.493330251945584E+00,
2454455.500000000, A.D. 2007-Dec-21 00:00:00.0000,  2.292401754250296E+08, -2.438350497608537E+08, -2.051417202366121E+07,  1.566321347170805E+01,  1.285849099041895E+01, -2.290269248583795E+00,  1.118447030604554E+03,  3.353019844477404E+08,  1.497963072449334E+00,
